Electricity generated (kWh) from onsite renewable sources (wind or solar),Energy consumption (kWh) from biomass combustion (wood),Total electricity emissions,Total fossil fuel emissions,BUILDING AND STREET LIGHTING TOTAL,Fleet vehicles,Business Travel,Other,TRANSPORT TOTAL,CO2 EMISSIONS TOTAL,Total electricity emissions,Total fossil fuel emissions,Total biomass emissions,BUILDING AND STREET LIGHTING TOTAL,Fleet vehicles,Business Travel,Other,TRANSPORT TOTAL,NOX EMISSIONS TOTAL,Total electricity emissions,Total fossil fuel emissions,Total biomass emissions,BUILDING AND STREET LIGHTING TOTAL,Fleet vehicles,Business Travel,Other,TRANSPORT TOTAL,PM10 EMISSIONS TOTAL
0.0 ,0.0 ,"17,986.8 ","10,522.0 ","28,508.7 ","2,437.1 ",855.0 ,0.0 ,"3,292.1 ","31,800.8 ",38.9 ,9.5 ,0.0 ,48.5 ,13.2 ,0.3 ,0.0 ,13.6 ,62.0 ,1.1 ,0.2 ,0.0 ,1.3 ,0.3 ,0.0 ,0.0 ,0.3 ,1.6 
0.0 ,0.0 ,"10,266.2 ","5,621.5 ","15,887.7 ","1,632.0 ",407.7 ,0.0 ,"2,039.7 ","17,927.4 ",22.2 ,5.1 ,0.0 ,27.3 ,N/A,N/A,N/A,N/A,N/A,0.6 ,0.1 ,0.0 ,0.7 ,N/A,N/A,N/A,N/A,N/A
*0.0,*2341980,*54188.1,*34789.9,*88978,*11305.4,*3944.2,*97.4,*15347,*104325,*117.3,*43.9,*1.3,*162.4,*55.5,*5.3,*1.5,*62.3,*224.7,*3.4,*0.7,*0.3,*4.4,*2.2,*0.2,*0.1,*2.4,*6.8
0.0 ,"897,168.0 ","26,586.4 ","23,440.2 ","50,026.7 ","7,227.4 ","3,064.6 ",0.0 ,"10,292.0 ","60,318.7 ",57.5 ,23.8 ,0.5 ,81.9 ,27.1 ,2.3 ,0.0 ,29.4 ,111.3 ,1.7 ,4.2 ,0.1 ,6.0 ,1.2 ,0.1 ,0.0 ,1.3 ,7.3 
"245,782.0 ","3,239,148.0 ","263,988.7 ","186,949.6 ","450,938.4 ","48,438.7 ","20,876.1 ",539.3 ,"69,854.1 ","520,792.5 ",576.1 ,195.5 ,1.7 ,773.3 ,163.4 ,11.9 ,1.7 ,177.0 ,950.3 ,17.0 ,7.0 ,0.4 ,24.4 ,7.1 ,0.3 ,0.1 ,7.5 ,31.8 
0.0 ,0.0 ,"17,852.3 ","9,486.1 ","27,338.4 ","2,073.7 ",589.3 ,0.0 ,"2,663.1 ","30,001.4 ",38.6 ,8.0 ,0.0 ,46.6 ,N/A,N/A,N/A,N/A,N/A,1.1 ,0.2 ,0.0 ,1.4 ,N/A,N/A,N/A,N/A,N/A
*0.0,*0.0,*18850.4,*10481.9,*29332.3,*2987.7,*2172.6,*0.0,*5160.3,*34492.6,*40.8,*9.4,*0.0,*50.2,*N/A,*N/A,*N/A,*N/A,*N/A,*1.2,*0.2,*0.0,*1.4,*N/A,*N/A,*N/A,*N/A,*N/A
0.0 ,0.0 ,"27,642.0 ","16,828.1 ","44,470.1 ","2,413.1 ","1,044.1 ",0.0 ,"3,457.2 ","47,927.3 ",59.8 ,17.3 ,0.0 ,77.1 ,7.6 ,0.8 ,0.0 ,8.3 ,85.5 ,1.7 ,0.6 ,0.0 ,2.4 ,0.3 ,0.0 ,0.0 ,0.3 ,2.7 
0.0 ,0.0 ,"15,227.7 ","11,410.5 ","26,638.3 ","1,474.0 ","1,079.5 ",0.0 ,"2,553.4 ","29,191.7 ",33.0 ,10.3 ,0.0 ,43.2 ,6.2 ,2.7 ,0.0 ,8.9 ,52.1 ,1.0 ,0.2 ,0.0 ,1.1 ,0.2 ,0.1 ,0.0 ,0.3 ,1.4 
0.0 ,0.0 ,"22,255.6 ","18,644.1 ","40,899.7 ","4,450.2 ","2,113.2 ",0.0 ,"6,563.4 ","47,463.0 ",48.2 ,15.9 ,0.0 ,64.0 ,21.9 ,1.9 ,0.0 ,23.8 ,87.8 ,1.4 ,0.5 ,0.0 ,1.9 ,0.6 ,0.1 ,0.0 ,0.7 ,2.6 
0.0 ,0.0 ,"30,151.7 ","21,126.2 ","51,277.9 ","3,452.1 ","2,811.5 ",0.0 ,"6,263.6 ","57,541.5 ",65.3 ,17.4 ,0.0 ,82.6 ,14.3 ,3.1 ,0.0 ,17.3 ,100.0 ,1.9 ,0.7 ,0.0 ,2.5 ,0.5 ,0.1 ,0.0 ,0.7 ,3.2 
0.0 ,0.0 ,"27,530.2 ","21,233.2 ","48,763.4 ","2,903.7 ","2,182.4 ",0.3 ,"5,086.3 ","53,849.8 ",59.6 ,26.5 ,0.0 ,86.1 ,N/A,N/A,N/A,N/A,N/A,1.7 ,0.4 ,0.0 ,2.2 ,N/A,N/A,N/A,N/A,N/A
0.0 ,0.0 ,"1,679.3 ","1,329.5 ","3,008.8 ",0.0 ,"1,598.4 ",0.0 ,"1,598.4 ","4,607.2 ",3.6 ,1.7 ,0.0 ,5.3 ,0.0 ,7.9 ,0.0 ,7.9 ,13.2 ,0.1 ,0.0 ,0.0 ,0.1 ,0.0 ,0.2 ,0.0 ,0.2 ,0.4 
0.0 ,0.0 ,"1,543.2 ","1,031.0 ","2,574.2 ",63.0 ,735.3 ,0.0 ,798.3 ,"3,372.4 ",3.3 ,0.9 ,0.0 ,4.3 ,0.1 ,5.0 ,0.0 ,5.1 ,9.4 ,0.1 ,0.0 ,0.0 ,0.1 ,0.0 ,0.1 ,0.0 ,0.2 ,0.3 
0.0 ,0.0 ,"2,810.7 ","1,833.8 ","4,644.6 ","1,206.8 ",113.1 ,0.0 ,"1,319.8 ","5,964.4 ",6.1 ,2.3 ,0.0 ,8.4 ,N/A,N/A,N/A,N/A,N/A,0.2 ,0.0 ,0.0 ,0.2 ,N/A,N/A,N/A,N/A,N/A
0.0 ,0.0 ,"1,362.5 ",835.9 ,"2,198.4 ",932.3 ,190.6 ,0.1 ,"1,123.1 ","3,321.5 ",2.9 ,1.1 ,0.0 ,4.0 ,3.7 ,0.2 ,0.0 ,3.8 ,7.9 ,0.1 ,0.0 ,0.0 ,0.1 ,0.0 ,0.0 ,0.0 ,0.1 ,0.2 
0.0 ,0.0 ,952.3 ,902.7 ,"1,855.0 ","1,064.7 ",87.5 ,0.0 ,"1,152.2 ","3,007.2 ",2.1 ,0.8 ,0.0 ,2.9 ,6.1 ,0.1 ,0.0 ,6.1 ,9.0 ,0.1 ,0.0 ,0.0 ,0.1 ,0.2 ,0.0 ,0.0 ,0.2 ,0.2 
0.0 ,0.0 ,"1,744.1 ","1,589.8 ","3,333.8 ","1,621.8 ",173.9 ,0.0 ,"1,795.7 ","5,129.6 ",3.8 ,2.0 ,0.0 ,5.8 ,N/A,N/A,N/A,N/A,N/A,0.1 ,0.0 ,0.0 ,0.1 ,N/A,N/A,N/A,N/A,N/A
0.0 ,0.0 ,"37,622.3 ","28,756.0 ","66,378.3 ","7,792.2 ","5,081.2 ",0.4 ,"12,873.8 ","79,252.0 ",81.5 ,35.3 ,0.0 ,116.8 ,9.8 ,13.1 ,0.0 ,23.0 ,139.7 ,2.4 ,0.6 ,0.0 ,2.9 ,0.2 ,0.4 ,0.0 ,0.6 ,3.5 
*0.0,*0.0,*16862.7,*7912.2,*24775,*1226.8,*502.7,*0.0,*1729.6,*26504.5,*36.5,*6.5,*0.0,*43,*N/A,*N/A,*N/A,*N/A,*N/A,*1.1,*0.2,*0.0,*1.3,*N/A,*N/A,*N/A,*N/A,*N/A
*0.0,*0.0,*16859.7,*10601.2,*27460.9,*1279.1,*742.1,*0.0,*2021.2,*29482,*36.5,*11.7,*0.0,*48.2,*5.1,*2.2,*0.0,*7.3,*55.6,*1.1,*0.3,*0.0,*1.3,*0.1,*0.1,*0.0,*0.2,*1.5
0.0 ,0.0 ,"98,226.4 ","46,529.1 ","144,755.5 ","5,466.0 ","7,670.1 ",0.0 ,"13,136.2 ","157,891.7 ",212.6 ,53.5 ,0.0 ,266.1 ,9.4 ,11.3 ,0.0 ,20.7 ,286.8 ,6.2 ,1.3 ,0.0 ,7.4 ,0.9 ,0.7 ,0.0 ,1.6 ,9.0 
0.0 ,0.0 ,"1,423.4 ","1,275.9 ","2,699.3 ",713.6 ,94.3 ,0.0 ,807.8 ,"3,507.2 ",3.1 ,1.2 ,0.0 ,4.3 ,N/A,N/A,N/A,N/A,N/A,0.1 ,0.0 ,0.0 ,0.1 ,N/A,N/A,N/A,N/A,N/A
0.0 ,0.0 ,822.6 ,"1,044.6 ","1,867.2 ",929.4 ,38.9 ,0.0 ,968.3 ,"2,835.6 ",1.8 ,0.9 ,0.0 ,2.7 ,3.7 ,0.0 ,0.0 ,3.7 ,6.5 ,0.1 ,0.0 ,0.0 ,0.1 ,0.3 ,0.0 ,0.0 ,0.3 ,0.3 
0.0 ,0.0 ,"1,097.8 ",842.9 ,"1,940.6 ",979.7 ,61.6 ,0.0 ,"1,041.4 ","2,982.0 ",2.4 ,1.1 ,0.0 ,3.4 ,5.7 ,0.1 ,0.0 ,5.8 ,9.2 ,0.1 ,0.0 ,0.0 ,0.1 ,0.2 ,0.0 ,0.0 ,0.2 ,0.3 
*0.0,*0.0,*1643.1,*1056.9,*2699.9,*605.5,*45.2,*0.0,*650.7,*3350.7,*3.6,*1.3,*0.0,*4.9,*2.6,*0,*0.0,*2.6,*7.5,*0.1,*0,*0.0,*0.1,*0.1,*0,*0.0,*0.1,*0.2
0.0 ,0.0 ,"1,546.0 ","1,488.4 ","3,034.3 ","1,441.0 ",88.0 ,0.0 ,"1,529.0 ","4,563.3 ",3.3 ,1.9 ,0.0 ,5.2 ,N/A,N/A,N/A,N/A,N/A,0.1 ,0.0 ,0.0 ,0.1 ,N/A,N/A,N/A,N/A,N/A
0.0 ,0.0 ,"1,822.4 ","1,232.5 ","3,054.9 ",787.0 ,81.0 ,0.0 ,868.0 ,"3,922.9 ",3.9 ,1.1 ,0.0 ,5.1 ,N/A,N/A,N/A,N/A,N/A,0.1 ,0.0 ,0.0 ,0.1 ,N/A,N/A,N/A,N/A,N/A
0.0 ,0.0 ,"5,529.8 ","2,272.3 ","7,802.1 ","1,474.5 ",114.8 ,0.0 ,"1,589.3 ","9,391.4 ",12.0 ,2.0 ,0.0 ,14.0 ,7.6 ,0.3 ,0.0 ,7.9 ,21.9 ,0.3 ,0.0 ,0.0 ,0.4 ,0.2 ,0.0 ,0.0 ,0.3 ,0.6 
0.0 ,0.0 ,314.5 ,656.4 ,970.9 ,451.8 ,100.4 ,0.0 ,552.2 ,"1,523.1 ",0.7 ,0.7 ,0.0 ,1.4 ,2.7 ,0.2 ,0.0 ,3.0 ,4.4 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.0 ,0.1 ,0.1 
0.0 ,0.0 ,"1,784.6 ",627.5 ,"2,412.2 ",0.0 ,"1,132.2 ",0.0 ,"1,132.2 ","3,544.4 ",3.9 ,0.8 ,0.0 ,4.7 ,N/A,N/A,N/A,N/A,N/A,0.1 ,0.0 ,0.0 ,0.1 ,N/A,N/A,N/A,N/A,N/A
*0.0,*0.0,*1258.3,*1244.2,*2502.5,*1004,*61.4,*0.0,*1065.4,*3567.9,*2.7,*1.1,*0.0,*3.8,*5.5,*0.1,*0.0,*5.5,*9.3,*0.1,*0,*0.0,*0.1,*0.2,*0,*0.0,*0.2,*0.3
0.0 ,0.0 ,"1,936.5 ","1,058.9 ","2,995.4 ","1,427.7 ",232.2 ,0.0 ,"1,659.9 ","4,655.3 ",4.2 ,1.1 ,0.0 ,5.3 ,7.6 ,0.3 ,0.0 ,7.9 ,13.2 ,0.1 ,0.0 ,0.0 ,0.1 ,0.3 ,0.0 ,0.0 ,0.3 ,0.4 
0.0 ,0.0 ,"1,455.1 ",43.0 ,"1,498.2 ","1,122.3 ",124.9 ,0.0 ,"1,247.1 ","2,745.3 ",3.1 ,0.1 ,0.0 ,3.2 ,5.9 ,0.1 ,0.0 ,5.9 ,9.1 ,0.1 ,0.0 ,0.0 ,0.1 ,0.2 ,0.0 ,0.0 ,0.2 ,0.3 
0.0 ,0.0 ,"118,860.5 ","59,372.7 ","178,233.2 ","16,402.4 ","9,845.0 ",0.0 ,"26,247.4 ","204,480.7 ",257.3 ,66.8 ,0.0 ,324.1 ,50.6 ,12.4 ,0.0 ,63.0 ,387.1 ,7.5 ,1.5 ,0.0 ,9.0 ,2.5 ,0.7 ,0.0 ,3.2 ,12.1 
0.0 ,0.0 ,"47,491.4 ","27,787.4 ","75,278.8 ","6,610.7 ","1,059.5 ",0.0 ,"7,670.2 ","82,949.0 ",102.8 ,34.5 ,0.0 ,137.3 ,26.2 ,1.3 ,0.0 ,27.5 ,164.8 ,3.0 ,0.6 ,0.0 ,3.6 ,0.7 ,0.0 ,0.0 ,0.8 ,4.3 
0.0 ,0.0 ,"72,886.7 ","37,105.1 ","109,991.8 ","6,398.5 ","2,978.2 ",0.0 ,"9,376.6 ","119,368.4 ",157.8 ,46.1 ,0.0 ,203.9 ,36.2 ,6.5 ,0.0 ,42.7 ,246.6 ,4.6 ,0.8 ,0.0 ,5.4 ,1.0 ,0.4 ,0.0 ,1.4 ,6.8 
*0.0,*0.0,*21325.3,*26290.5,*47615.8,*1678.8,*736.7,*0.0,*2415.4,*50031.2,*46.2,*32.5,*0.0,*78.7,*7.4,*0.0,*0.0,*7.4,*86.1,*1.3,*0.6,*0.0,*1.9,*0.2,*0.0,*0.0,*0.2,*2.1
0.0 ,0.0 ,"21,149.8 ","12,873.8 ","34,023.7 ","2,134.0 ",681.5 ,0.0 ,"2,815.5 ","36,839.2 ",45.8 ,12.2 ,0.0 ,58.0 ,N/A,N/A,N/A,N/A,N/A,1.3 ,0.2 ,0.0 ,1.6 ,N/A,N/A,N/A,N/A,N/A
*0.0,*0.0,*22848.1,*13089.9,*35938,*0.0,*12686.5,*0.0,*12686.5,*48624.5,*49.5,*15.4,*0.0,*64.9,*N/A,*N/A,*N/A,*N/A,*N/A,*1.4,*0.3,*0.0,*1.8,*N/A,*N/A,*N/A,*N/A,*N/A
"19,746.0 ","593,610.0 ","23,679.0 ","17,821.9 ","41,501.0 ","2,313.6 ",687.1 ,0.0 ,"3,000.8 ","44,501.7 ",51.3 ,15.4 ,0.3 ,66.9 ,10.4 ,0.7 ,0.0 ,11.1 ,78.1 ,1.5 ,0.3 ,0.1 ,1.9 ,0.2 ,0.0 ,0.0 ,0.3 ,2.2 
0.0 ,0.0 ,"15,231.5 ","9,848.1 ","25,079.6 ","1,729.9 ",553.3 ,0.0 ,"2,283.2 ","27,362.8 ",33.0 ,8.5 ,0.0 ,41.5 ,8.8 ,0.5 ,0.0 ,9.3 ,50.8 ,1.0 ,0.2 ,0.0 ,1.2 ,0.3 ,0.0 ,0.0 ,0.3 ,1.5 
0.0 ,0.0 ,"22,100.2 ","15,747.1 ","37,847.3 ","2,780.4 ",665.2 ,0.0 ,"3,445.6 ","41,292.9 ",47.9 ,13.6 ,0.0 ,61.4 ,N/A,N/A,N/A,N/A,N/A,1.4 ,0.4 ,0.0 ,1.7 ,N/A,N/A,N/A,N/A,N/A
0.0 ,0.0 ,"23,284.4 ","12,503.7 ","35,788.1 ","1,672.8 ",713.4 ,0.0 ,"2,386.2 ","38,174.3 ",50.4 ,15.2 ,0.0 ,65.6 ,N/A,N/A,N/A,N/A,N/A,1.5 ,0.3 ,0.0 ,1.7 ,N/A,N/A,N/A,N/A,N/A
0.0 ,0.0 ,"16,685.4 ","8,208.0 ","24,893.4 ",0.0 ,"1,161.5 ",0.0 ,"1,161.5 ","26,054.9 ",36.1 ,11.5 ,0.0 ,47.7 ,N/A,N/A,N/A,N/A,N/A,1.0 ,0.1 ,0.0 ,1.2 ,N/A,N/A,N/A,N/A,N/A
*0.0,*0.0,*19208.5,*11317.1,*30525.5,*1797.7,*727.2,*0.0,*2524.9,*33050.4,*41.6,*12.4,*0.0,*54,*10.1,*1.2,*0.0,*11.3,*65.3,*1.2,*0.3,*0.0,*1.5,*0.4,*0,*0.0,*0.5,*1.9
0.0 ,0.0 ,"22,522.9 ","12,260.9 ","34,783.8 ","5,205.9 ","1,004.5 ",0.0 ,"6,210.4 ","40,994.2 ",48.8 ,11.0 ,0.0 ,59.8 ,31.1 ,1.3 ,0.0 ,32.3 ,92.1 ,1.4 ,0.2 ,0.0 ,1.6 ,1.1 ,0.0 ,0.0 ,1.2 ,2.8 
0.0 ,0.0 ,"26,548.0 ","18,931.2 ","45,479.2 ","1,413.0 ","1,028.3 ",0.0 ,"2,441.3 ","47,920.5 ",57.5 ,16.7 ,0.0 ,74.2 ,6.5 ,0.8 ,0.0 ,7.4 ,81.6 ,1.7 ,0.6 ,0.0 ,2.2 ,0.2 ,0.0 ,0.0 ,0.3 ,2.5 
"19,746.0 ","593,610.0 ","677,146.2 ","418,403.7 ","1,095,549.9 ","77,286.7 ","50,663.9 ",0.4 ,"127,951.1 ","1,223,501.0 ","1,465.9 ",443.5 ,0.3 ,"1,909.7 ",252.2 ,48.5 ,0.0 ,300.7 ,"2,210.4 ",42.6 ,9.7 ,0.1 ,52.3 ,8.7 ,2.1 ,0.0 ,10.8 ,63.1 
0.0 ,0.0 ,"10,436.5 ","7,051.3 ","17,487.7 ",606.6 ,705.9 ,0.0 ,"1,312.5 ","18,800.2 ",22.7 ,6.0 ,0.0 ,28.7 ,2.2 ,1.0 ,0.0 ,3.1 ,31.8 ,0.7 ,0.2 ,0.0 ,0.8 ,0.0 ,0.0 ,0.0 ,0.1 ,0.9 
0.0 ,0.0 ,"23,370.9 ","4,900.9 ","28,271.9 ","3,570.6 ","1,352.6 ",0.0 ,"4,923.2 ","33,195.0 ",50.6 ,5.9 ,0.0 ,56.5 ,13.7 ,1.9 ,0.0 ,15.5 ,72.1 ,1.5 ,0.1 ,0.0 ,1.6 ,0.7 ,0.1 ,0.0 ,0.8 ,2.4 
*0.0,*0.0,*25310.4,*19382.5,*44692.9,*1699.2,*2026.4,*0.0,*3725.6,*48418.5,*54.8,*16.6,*0.0,*71.4,*5.7,*1.8,*0.0,*7.5,*78.9,*1.6,*0.5,*0.0,*2.1,*0.2,*0.1,*0.0,*0.3,*2.3
0.0 ,0.0 ,"3,249.8 ","1,730.2 ","4,980.0 ","1,895.5 ",126.2 ,0.0 ,"2,021.6 ","7,001.6 ",7.0 ,1.6 ,0.0 ,8.6 ,10.3 ,0.3 ,0.0 ,10.6 ,19.2 ,0.2 ,0.0 ,0.0 ,0.2 ,0.4 ,0.0 ,0.0 ,0.4 ,0.7 
0.0 ,0.0 ,"1,598.2 ","1,420.9 ","3,019.0 ",395.0 ,75.2 ,0.0 ,470.3 ,"3,489.3 ",3.5 ,1.3 ,0.0 ,4.7 ,2.8 ,0.1 ,0.0 ,2.9 ,7.6 ,0.1 ,0.0 ,0.0 ,0.1 ,0.1 ,0.0 ,0.0 ,0.1 ,0.2 
0.0 ,0.0 ,549.0 ,252.1 ,801.1 ,838.7 ,77.1 ,0.0 ,915.8 ,"1,716.9 ",1.2 ,0.2 ,0.0 ,1.4 ,4.3 ,0.2 ,0.0 ,4.4 ,5.8 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.0 ,0.0 ,0.1 ,0.1 
*0.0,*0.0,*3058.7,*1918.8,*4977.5,*2194,*135.8,*0.0,*2329.8,*7307.3,*6.6,*1.7,*0.0,*8.3,*13.6,*0.1,*0.0,*13.7,*22.1,*0.2,*0,*0.0,*0.2,*0.4,*0,*0.0,*0.4,*0.6
0.0 ,0.0 ,"33,766.1 ","24,704.5 ","58,470.6 ","7,022.4 ","2,440.7 ",0.0 ,"9,463.1 ","67,933.6 ",73.1 ,21.4 ,0.0 ,94.5 ,36.7 ,2.6 ,0.0 ,39.2 ,133.7 ,2.1 ,0.5 ,0.0 ,2.7 ,1.1 ,0.1 ,0.0 ,1.2 ,3.9 
0.0 ,0.0 ,"27,009.0 ","13,526.9 ","40,536.0 ","4,123.5 ","2,577.8 ",0.0 ,"6,701.3 ","47,237.2 ",58.5 ,15.8 ,0.0 ,74.2 ,N/A,N/A,N/A,N/A,N/A,1.7 ,0.4 ,0.0 ,2.1 ,N/A,N/A,N/A,N/A,N/A
*0.0,*0.0,*809.5,*1388.6,*2198.1,*0.0,*71.1,*0.0,*71.1,*2269.2,*1.8,*1.7,*0.0,*3.5,*N/A,*N/A,*N/A,*N/A,*N/A,*0.1,*0,*0.0,*0.1,*N/A,*N/A,*N/A,*N/A,*N/A
0.0 ,0.0 ,"1,929.1 ","1,176.4 ","3,105.5 ",278.1 ,52.1 ,0.0 ,330.2 ,"3,435.7 ",4.2 ,1.1 ,0.0 ,5.2 ,1.1 ,0.1 ,0.0 ,1.2 ,6.4 ,0.1 ,0.0 ,0.0 ,0.1 ,0.0 ,0.0 ,0.0 ,0.0 ,0.2 
0.0 ,0.0 ,"2,374.4 ","1,179.8 ","3,554.2 ",734.1 ,96.1 ,20.3 ,850.5 ,"4,404.7 ",5.2 ,1.1 ,0.0 ,6.2 ,3.3 ,0.1 ,0.0 ,3.4 ,9.7 ,0.2 ,0.0 ,0.0 ,0.2 ,0.1 ,0.0 ,0.0 ,0.1 ,0.3 
0.0 ,0.0 ,"1,034.0 ",579.6 ,"1,613.7 ",897.9 ,263.4 ,2.0 ,"1,163.3 ","2,777.0 ",2.2 ,0.5 ,0.0 ,2.8 ,3.9 ,1.1 ,0.0 ,5.0 ,7.8 ,0.1 ,0.0 ,0.0 ,0.1 ,0.0 ,0.1 ,0.0 ,0.1 ,0.2 
*0.0,*0.0,*1972.3,*2053.7,*4025.9,*1221.2,*240.5,*0.0,*1461.7,*5487.7,*4.3,*1.9,*0.0,*6.1,*5,*0.3,*0.0,*5.3,*11.4,*0.1,*0,*0.0,*0.2,*0.1,*0,*0.0,*0.2,*0.3
0.0 ,0.0 ,"35,128.4 ","19,905.0 ","55,033.4 ","7,254.8 ","3,301.0 ",22.3 ,"10,578.1 ","65,611.5 ",76.1 ,22.0 ,0.0 ,98.0 ,13.3 ,1.7 ,0.0 ,14.9 ,113.0 ,2.2 ,0.5 ,0.0 ,2.7 ,0.3 ,0.1 ,0.0 ,0.4 ,3.1 
*0.0,*0.0,*73714.1,*46373.1,*120087.2,*0.0,*13865.7,*0.0,*13865.7,*133952.9,*159.6,*40.1,*0.0,*199.7,*0.0,*15.2,*0.0,*15.2,*214.9,*4.6,*1,*0.0,*5.7,*0.0,*0.6,*0.0,*0.6,*6.3
*0.0,*0.0,*2053.1,*2047.3,*4100.4,*572.5,*394.5,*0.0,*967,*5067.4,*4.4,*1.8,*0.0,*6.3,*N/A,*N/A,*N/A,*N/A,*N/A,*0.1,*0,*0.0,*0.2,*N/A,*N/A,*N/A,*N/A,*N/A
*0.0,*0.0,*1082.9,*1227.4,*2310.2,*0.0,*803.5,*0.0,*803.5,*3113.7,*2.3,*1.1,*0.0,*3.4,*0.0,*3,*0.0,*3,*6.4,*0.1,*0,*0.0,*0.1,*0.0,*0.1,*0.0,*0.1,*0.2
*0.0,*0.0,*1579.9,*1075,*2654.9,*0.0,*1058.1,*0.0,*1058.1,*3713,*3.4,*2.6,*0.0,*6,*N/A,*N/A,*N/A,*N/A,*N/A,*0.1,*0.3,*0.0,*0.4,*N/A,*N/A,*N/A,*N/A,*N/A
*0.0,*0.0,*1766.4,*350.5,*2116.9,*842.9,*83.5,*0.0,*926.4,*3043.3,*3.8,*0.3,*0.0,*4.1,*4.8,*0.1,*0.0,*4.9,*9.1,*0.1,*0,*0.0,*0.1,*0.2,*0,*0.0,*0.2,*0.3
*0.0,*0.0,*940.3,*663.9,*1604.2,*0.0,*757.3,*0.0,*757.3,*2361.5,*2,*0.6,*0.0,*2.6,*N/A,*N/A,*N/A,*N/A,*N/A,*0.1,*0,*0.0,*0.1,*N/A,*N/A,*N/A,*N/A,*N/A
*0.0,*0.0,*1195.1,*763,*1958.1,*463.1,*45,*0.0,*508.1,*2466.3,*2.6,*0.7,*0.0,*3.3,*2,*0.1,*0.0,*2,*5.3,*0.1,*0,*0.0,*0.1,*0,*0,*0.0,*0,*0.1
*0.0,*0.0,*1905.3,*1278.5,*3183.8,*410,*75.5,*0.0,*485.6,*3669.4,*4.1,*1.2,*0.0,*5.3,*1.4,*0.1,*0.0,*1.6,*6.8,*0.1,*0,*0.0,*0.1,*0,*0,*0.0,*0.1,*0.2
*0.0,*0.0,*3686.1,*2899.6,*6585.7,*1514.3,*269.2,*0.0,*1783.4,*8369.2,*8,*2.6,*0.0,*10.6,*6.1,*0.4,*0.0,*6.5,*17.1,*0.2,*0,*0.0,*0.3,*0.2,*0,*0.0,*0.2,*0.5
*780,*0.0,*2355.7,*1735.9,*4091.6,*1344.4,*107.6,*0.0,*1452,*5543.7,*5.1,*1.3,*0.0,*6.4,*8.2,*0.1,*0.0,*8.3,*14.8,*0.1,*0,*0.0,*0.2,*0.2,*0,*0.0,*0.2,*0.4
*0.0,*0.0,*2046.4,*987.8,*3034.2,*1188.4,*153.4,*0.0,*1341.8,*4376.1,*4.4,*0.9,*0.0,*5.3,*N/A,*N/A,*N/A,*N/A,*N/A,*0.1,*0,*0.0,*0.1,*N/A,*N/A,*N/A,*N/A,*N/A
*0.0,*0.0,*2566.1,*933,*3499.1,*1312,*151.6,*0.0,*1463.7,*4962.8,*5.6,*0.8,*0.0,*6.4,*6.4,*0.2,*0.0,*6.6,*13,*0.2,*0,*0.0,*0.2,*0.2,*0,*0.0,*0.2,*0.4
780.0 ,0.0 ,"94,891.4 ","60,335.0 ","155,226.4 ","7,647.8 ","17,765.0 ",0.0 ,"25,412.8 ","180,639.2 ",205.4 ,54.1 ,0.0 ,259.5 ,28.9 ,19.2 ,0.0 ,48.1 ,307.6 ,6.0 ,1.5 ,0.0 ,7.5 ,0.8 ,0.7 ,0.0 ,1.6 ,9.1 
*2400,*0.0,*12426,*6422.9,*18848.9,*3136.9,*845.7,*0.0,*3982.6,*22831.5,*26.9,*5.6,*0.0,*32.5,*3.5,*1.5,*0.0,*5,*37.5,*0.8,*0.1,*0.0,*0.9,*0.3,*0.1,*0.0,*0.4,*1.3
0.0 ,0.0 ,"73,098.6 ","38,958.7 ","112,057.3 ","1,937.7 ","5,880.0 ",0.0 ,"7,817.7 ","119,875.0 ",158.2 ,32.3 ,0.0 ,190.6 ,N/A,N/A,N/A,N/A,N/A,4.6 ,1.1 ,0.0 ,5.7 ,N/A,N/A,N/A,N/A,N/A
